"PATHWAY_ID","PATHWAY_NAME","GENE_ID","GENE_SYMBOL"
"bioplanet_1644","Complement cascade regulation",725,"C4BPB"
"bioplanet_1644","Complement cascade regulation",1378,"CR1"
"bioplanet_1644","Complement cascade regulation",1604,"CD55"
"bioplanet_1644","Complement cascade regulation",3075,"CFH"
"bioplanet_1644","Complement cascade regulation",3426,"CFI"
"bioplanet_1644","Complement cascade regulation",4179,"CD46"
"bioplanet_1644","Complement cascade regulation",5627,"PROS1"
"bioplanet_1644","Complement cascade regulation",10878,"CFHR3"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",405,"ARNT"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",768,"CA9"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",1387,"CREBBP"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",2033,"EP300"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",2034,"EPAS1"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",2056,"EPO"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",3091,"HIF1A"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",7422,"VEGFA"
"bioplanet_1645","Gene expression regulation by hypoxia-inducible factor",64344,"HIF3A"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",1131,"CHRM3"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",2767,"GNA11"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",2769,"GNA15"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",2776,"GNAQ"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",4082,"MARCKS"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",5330,"PLCB2"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",5331,"PLCB3"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",5578,"PRKCA"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",9630,"GNA14"
"bioplanet_1646","Insulin secretion regulation by acetylcholine",23236,"PLCB1"
"bioplanet_1647","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",2767,"GNA11"
"bioplanet_1647","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",2769,"GNA15"
"bioplanet_1647","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",2776,"GNAQ"
"bioplanet_1647","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",2864,"FFAR1"
"bioplanet_1647","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",5330,"PLCB2"
"bioplanet_1647","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",5331,"PLCB3"
"bioplanet_1647","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",9630,"GNA14"
"bioplanet_1647","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",23236,"PLCB1"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",111,"ADCY5"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",112,"ADCY6"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",114,"ADCY8"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2641,"GCG"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2740,"GLP1R"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2778,"GNAS"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2782,"GNB1"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2783,"GNB2"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2784,"GNB3"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2785,"GNG3"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2786,"GNG4"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2787,"GNG5"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2788,"GNG7"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2790,"GNG10"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2791,"GNG11"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2792,"GNGT1"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",2793,"GNGT2"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",3708,"ITPR1"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",3709,"ITPR2"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",3710,"ITPR3"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",3745,"KCNB1"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",3747,"KCNC2"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",3790,"KCNS3"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5566,"PRKACA"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5567,"PRKACB"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5568,"PRKACG"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5573,"PRKAR1A"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5575,"PRKAR1B"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5576,"PRKAR2A"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5577,"PRKAR2B"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5906,"RAP1A"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",5908,"RAP1B"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",8826,"IQGAP1"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",9495,"AKAP5"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",10411,"RAPGEF3"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",10681,"GNB5"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",11069,"RAPGEF4"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",26251,"KCNG2"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",51764,"GNG13"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",54331,"GNG2"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",55970,"GNG12"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",59345,"GNB4"
"bioplanet_1648","Insulin secretion regulation by glucagon-like peptide-1",94235,"GNG8"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",354,"KLK3"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",1511,"CTSG"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",2147,"F2"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3479,"IGF1"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3481,"IGF2"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3483,"IGFALS"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3484,"IGFBP1"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3485,"IGFBP2"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3486,"IGFBP3"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3487,"IGFBP4"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3488,"IGFBP5"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",3489,"IGFBP6"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",4312,"MMP1"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",4313,"MMP2"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",5069,"PAPPA"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",5340,"PLG"
"bioplanet_1649","Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)",60676,"PAPPA2"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",1432,"MAPK14"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",1950,"EGF"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",1956,"EGFR"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",3265,"HRAS"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",4214,"MAP3K1"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",5604,"MAP2K1"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",5879,"RAC1"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",5914,"RARA"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",6256,"RXRA"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",6416,"MAP2K4"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",7067,"THRA"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",7068,"THRB"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",7704,"ZBTB16"
"bioplanet_165","MAP kinase inactivation of SMRT corepressor",9612,"NCOR2"
"bioplanet_1650","Pancreatic beta-cell development regulation",207,"AKT1"
"bioplanet_1650","Pancreatic beta-cell development regulation",208,"AKT2"
"bioplanet_1650","Pancreatic beta-cell development regulation",2255,"FGF10"
"bioplanet_1650","Pancreatic beta-cell development regulation",2308,"FOXO1"
"bioplanet_1650","Pancreatic beta-cell development regulation",2494,"NR5A2"
"bioplanet_1650","Pancreatic beta-cell development regulation",2645,"GCK"
"bioplanet_1650","Pancreatic beta-cell development regulation",3170,"FOXA2"
"bioplanet_1650","Pancreatic beta-cell development regulation",3171,"FOXA3"
"bioplanet_1650","Pancreatic beta-cell development regulation",3172,"HNF4A"
"bioplanet_1650","Pancreatic beta-cell development regulation",3174,"HNF4G"
"bioplanet_1650","Pancreatic beta-cell development regulation",3175,"ONECUT1"
"bioplanet_1650","Pancreatic beta-cell development regulation",3280,"HES1"
"bioplanet_1650","Pancreatic beta-cell development regulation",3375,"IAPP"
"bioplanet_1650","Pancreatic beta-cell development regulation",3516,"RBPJ"
"bioplanet_1650","Pancreatic beta-cell development regulation",3630,"INS"
"bioplanet_1650","Pancreatic beta-cell development regulation",3642,"INSM1"
"bioplanet_1650","Pancreatic beta-cell development regulation",3651,"PDX1"
"bioplanet_1650","Pancreatic beta-cell development regulation",4760,"NEUROD1"
"bioplanet_1650","Pancreatic beta-cell development regulation",4821,"NKX2-2"
"bioplanet_1650","Pancreatic beta-cell development regulation",4825,"NKX6-1"
"bioplanet_1650","Pancreatic beta-cell development regulation",4851,"NOTCH1"
"bioplanet_1650","Pancreatic beta-cell development regulation",5078,"PAX4"
"bioplanet_1650","Pancreatic beta-cell development regulation",5080,"PAX6"
"bioplanet_1650","Pancreatic beta-cell development regulation",5313,"PKLR"
"bioplanet_1650","Pancreatic beta-cell development regulation",6514,"SLC2A2"
"bioplanet_1650","Pancreatic beta-cell development regulation",6927,"HNF1A"
"bioplanet_1650","Pancreatic beta-cell development regulation",6928,"HNF1B"
"bioplanet_1650","Pancreatic beta-cell development regulation",10000,"AKT3"
"bioplanet_1650","Pancreatic beta-cell development regulation",50674,"NEUROG3"
"bioplanet_1650","Pancreatic beta-cell development regulation",256297,"PTF1A"
"bioplanet_1650","Pancreatic beta-cell development regulation",389692,"MAFA"
"bioplanet_1650","Pancreatic beta-cell development regulation",390874,"ONECUT3"
"bioplanet_1651","Cytoskeletal remodeling regulation and cell spreading by IPP complex components",87,"ACTN1"
"bioplanet_1651","Cytoskeletal remodeling regulation and cell spreading by IPP complex components",3987,"LIMS1"
"bioplanet_1651","Cytoskeletal remodeling regulation and cell spreading by IPP complex components",5829,"PXN"
"bioplanet_1651","Cytoskeletal remodeling regulation and cell spreading by IPP complex components",6251,"RSU1"
"bioplanet_1651","Cytoskeletal remodeling regulation and cell spreading by IPP complex components",7016,"TESK1"
"bioplanet_1651","Cytoskeletal remodeling regulation and cell spreading by IPP complex components",9459,"ARHGEF6"
"bioplanet_1651","Cytoskeletal remodeling regulation and cell spreading by IPP complex components",29780,"PARVB"
"bioplanet_1651","Cytoskeletal remodeling regulation and cell spreading by IPP complex components",55742,"PARVA"
"bioplanet_1652","Gene expression regulation in early pancreatic precursor cells",2255,"FGF10"
"bioplanet_1652","Gene expression regulation in early pancreatic precursor cells",2494,"NR5A2"
"bioplanet_1652","Gene expression regulation in early pancreatic precursor cells",3175,"ONECUT1"
"bioplanet_1652","Gene expression regulation in early pancreatic precursor cells",3651,"PDX1"
"bioplanet_1652","Gene expression regulation in early pancreatic precursor cells",4825,"NKX6-1"
"bioplanet_1652","Gene expression regulation in early pancreatic precursor cells",6928,"HNF1B"
"bioplanet_1652","Gene expression regulation in early pancreatic precursor cells",256297,"PTF1A"
"bioplanet_1652","Gene expression regulation in early pancreatic precursor cells",390874,"ONECUT3"
"bioplanet_1653","Gene expression regulation in endocrine-committed (NEUROG3+) progenitor cells",3642,"INSM1"
"bioplanet_1653","Gene expression regulation in endocrine-committed (NEUROG3+) progenitor cells",4760,"NEUROD1"
"bioplanet_1653","Gene expression regulation in endocrine-committed (NEUROG3+) progenitor cells",4821,"NKX2-2"
"bioplanet_1653","Gene expression regulation in endocrine-committed (NEUROG3+) progenitor cells",5078,"PAX4"
"bioplanet_1653","Gene expression regulation in endocrine-committed (NEUROG3+) progenitor cells",50674,"NEUROG3"
"bioplanet_1654","Gene expression regulation in late stage pancreatic bud precursor cells",3175,"ONECUT1"
"bioplanet_1654","Gene expression regulation in late stage pancreatic bud precursor cells",3280,"HES1"
"bioplanet_1654","Gene expression regulation in late stage pancreatic bud precursor cells",3516,"RBPJ"
"bioplanet_1654","Gene expression regulation in late stage pancreatic bud precursor cells",4851,"NOTCH1"
"bioplanet_1654","Gene expression regulation in late stage pancreatic bud precursor cells",6928,"HNF1B"
"bioplanet_1654","Gene expression regulation in late stage pancreatic bud precursor cells",50674,"NEUROG3"
"bioplanet_1654","Gene expression regulation in late stage pancreatic bud precursor cells",390874,"ONECUT3"
"bioplanet_1655","Alpha defensins",417,"ART1"
"bioplanet_1655","Alpha defensins",920,"CD4"
"bioplanet_1655","Alpha defensins",1667,"DEFA1"
"bioplanet_1655","Alpha defensins",1668,"DEFA3"
"bioplanet_1655","Alpha defensins",1669,"DEFA4"
"bioplanet_1655","Alpha defensins",1670,"DEFA5"
"bioplanet_1655","Alpha defensins",1671,"DEFA6"
"bioplanet_1655","Alpha defensins",5645,"PRSS2"
"bioplanet_1655","Alpha defensins",5646,"PRSS3"
"bioplanet_1656","Fanconi anemia pathway regulation",472,"ATM"
"bioplanet_1656","Fanconi anemia pathway regulation",545,"ATR"
"bioplanet_1656","Fanconi anemia pathway regulation",2177,"FANCD2"
"bioplanet_1656","Fanconi anemia pathway regulation",6233,"RPS27A"
"bioplanet_1656","Fanconi anemia pathway regulation",7311,"UBA52"
"bioplanet_1656","Fanconi anemia pathway regulation",7314,"UBB"
"bioplanet_1656","Fanconi anemia pathway regulation",7316,"UBC"
"bioplanet_1656","Fanconi anemia pathway regulation",7398,"USP1"
"bioplanet_1656","Fanconi anemia pathway regulation",27033,"ZBTB32"
"bioplanet_1656","Fanconi anemia pathway regulation",55215,"FANCI"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",328,"APEX1"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",3980,"LIG3"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",4350,"MPG"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",4595,"MUTYH"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",4913,"NTHL1"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",4968,"OGG1"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",5423,"POLB"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",6996,"TDG"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",7515,"XRCC1"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",8930,"MBD4"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",10309,"CCNO"
"bioplanet_1657","Resolution of AP sites via the single-nucleotide replacement pathway",23583,"SMUG1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",328,"APEX1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",2237,"FEN1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",3978,"LIG1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",3980,"LIG3"
"bioplanet_1658","Resolution of abasic sites (AP sites)",4350,"MPG"
"bioplanet_1658","Resolution of abasic sites (AP sites)",4595,"MUTYH"
"bioplanet_1658","Resolution of abasic sites (AP sites)",4913,"NTHL1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",4968,"OGG1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",5111,"PCNA"
"bioplanet_1658","Resolution of abasic sites (AP sites)",5423,"POLB"
"bioplanet_1658","Resolution of abasic sites (AP sites)",5424,"POLD1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",5425,"POLD2"
"bioplanet_1658","Resolution of abasic sites (AP sites)",6996,"TDG"
"bioplanet_1658","Resolution of abasic sites (AP sites)",7515,"XRCC1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",8930,"MBD4"
"bioplanet_1658","Resolution of abasic sites (AP sites)",10309,"CCNO"
"bioplanet_1658","Resolution of abasic sites (AP sites)",10714,"POLD3"
"bioplanet_1658","Resolution of abasic sites (AP sites)",23583,"SMUG1"
"bioplanet_1658","Resolution of abasic sites (AP sites)",57804,"POLD4"
"bioplanet_1659","Response of Mycobacterium tuberculosis to phagocytosis",1737,"DLAT"
"bioplanet_1659","Response of Mycobacterium tuberculosis to phagocytosis",2245,"FGD1"
"bioplanet_1659","Response of Mycobacterium tuberculosis to phagocytosis",4057,"LTF"
"bioplanet_1659","Response of Mycobacterium tuberculosis to phagocytosis",4482,"MSRA"
"bioplanet_166","eIF2 regulation",1965,"EIF2S1"
"bioplanet_166","eIF2 regulation",1968,"EIF2S3"
"bioplanet_166","eIF2 regulation",1983,"EIF5"
"bioplanet_166","eIF2 regulation",2932,"GSK3B"
"bioplanet_166","eIF2 regulation",5540,"NPY4R"
"bioplanet_166","eIF2 regulation",5610,"EIF2AK2"
"bioplanet_166","eIF2 regulation",8893,"EIF2B5"
"bioplanet_166","eIF2 regulation",8894,"EIF2S2"
"bioplanet_166","eIF2 regulation",9451,"EIF2AK3"
"bioplanet_166","eIF2 regulation",27102,"EIF2AK1"
"bioplanet_166","eIF2 regulation",440275,"EIF2AK4"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2,"A2M"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",81,"ACTN4"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",87,"ACTN1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",88,"ACTN2"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",213,"ALB"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",226,"ALDOA"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",335,"APOA1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",351,"APP"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",710,"SERPING1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",801,"CALM1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",813,"CALU"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",928,"CD9"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",948,"CD36"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",967,"CD63"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",1072,"CFL1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",1191,"CLU"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",1675,"CFD"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",1950,"EGF"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2153,"F5"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2157,"F8"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2162,"F13A1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2243,"FGA"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2244,"FGB"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2266,"FGG"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2277,"FIGF"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2316,"FLNA"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2335,"FN1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",2621,"GAS6"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",3082,"HGF"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",3273,"HRG"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",3309,"HSPA5"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",3479,"IGF1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",3674,"ITGA2B"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",3690,"ITGB3"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",3827,"KNG1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",3920,"LAMP2"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5054,"SERPINE1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5154,"PDGFA"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5155,"PDGFB"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5175,"PECAM1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5196,"PF4"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5216,"PFN1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5265,"SERPINA1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5340,"PLG"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5341,"PLEK"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5345,"SERPINF2"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5473,"PPBP"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5478,"PPIA"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5552,"SRGN"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5578,"PRKCA"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5579,"PRKCB"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5582,"PRKCG"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5627,"PROS1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",5660,"PSAP"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",6403,"SELP"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",6647,"SOD1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",6678,"SPARC"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",6810,"STX4"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",6814,"STXBP3"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7018,"TF"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7040,"TGFB1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7042,"TGFB2"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7043,"TGFB3"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7044,"LEFTY2"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7057,"THBS1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7076,"TIMP1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7094,"TLN1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7114,"TMSB4X"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7273,"TTN"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7277,"TUBA4A"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7414,"VCL"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7422,"VEGFA"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7423,"VEGFB"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7424,"VEGFC"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",7450,"VWF"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",9948,"WDR1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",10257,"ABCC4"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",10487,"CAP1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",22915,"MMRN1"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",22927,"HABP4"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",27154,"BRPF3"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",29106,"SCG3"
"bioplanet_1660","Response to elevated platelet cytosolic calcium",440915,"POTEKP"
"bioplanet_1661","Amine oxidase reactions",4128,"MAOA"
"bioplanet_1661","Amine oxidase reactions",4129,"MAOB"
"bioplanet_1661","Amine oxidase reactions",54498,"SMOX"
"bioplanet_1661","Amine oxidase reactions",196743,"PAOX"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",1072,"CFL1"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",2242,"FES"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",2534,"FYN"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",3320,"HSP90AA1"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",3326,"HSP90AB1"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",3984,"LIMK1"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",5058,"PAK1"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",5062,"PAK2"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",5361,"PLXNA1"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",5362,"PLXNA2"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",5879,"RAC1"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",8829,"NRP1"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",10371,"SEMA3A"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",55558,"PLXNA3"
"bioplanet_1662","Sema3A/PAK-dependent axon repulsion",91584,"PLXNA4"
"bioplanet_1663","ERK1/ERK2 MAPK pathway",117,"ADCYAP1R1"
"bioplanet_1663","ERK1/ERK2 MAPK pathway",369,"ARAF"
"bioplanet_1663","ERK1/ERK2 MAPK pathway",466,"ATF1"
"bioplanet_1663","ERK1/ERK2 MAPK pathway",572,"BAD"
"bioplanet_1663","ERK1/ERK2 MAPK pathway",673,"BRAF"
"bioplanet_1663","ERK1/ERK2 MAPK pathway",1326,"MAP3K8"
"bioplanet_1663","ERK1/ERK2 MAPK pathway",1385,"CREB1"
